package,file,symbol,kind,current_owner,final_owner,classification,semantic_id,schema,differential
analysis/check/diagnostics,simple_judgment_proof_context.go,ProofContext.UnusedLocal,method,analysis/check/diagnostics,,unclassified,,,
analysis/check/exportmanifest,export.go,FromProgramResult,func,analysis/check/exportmanifest,,unclassified,,,
analysis/check/fixpoint/program,capture_seeding.go,CapturePolicy,type,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,context_index.go,contextIndex.CallContextKey,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,context_index.go,contextIndex.CallRefCount,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,context_index.go,contextIndex.CallSiteHistogram,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,context_index.go,contextIndex.Entries,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,context_index.go,contextIndex.Entry,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,context_index.go,contextIndex.ForEach,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,context_index.go,contextIndex.FunctionExpressionKey,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,context_index.go,contextIndex.FunctionExpressionKeysForOwner,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,context_index.go,contextIndex.HasFunctionExpression,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,context_index.go,contextIndex.Len,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,context_index.go,contextIndex.SemanticCallContextCount,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,context_index.go,contextIndex.TransformEntries,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,materialization_cache.go,materializedSummaryCache.EntriesOwnedNormalized,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,materialization_cache.go,materializedSummaryCache.Read,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,materialization_cache.go,materializedSummaryCache.ReadOwnedNormalized,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,materialization_cache.go,materializedSummaryCache.SummaryUniverseIdentity,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,materialization_cache.go,trackingSummaryReader.Read,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,materialization_cache.go,trackingSummaryReader.ReadOwnedNormalized,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,materialization_context_queue.go,materializationContextQueue.Next,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,point_summary_dependencies.go,pointTrackingSummaryReader.Read,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,point_summary_dependencies.go,pointTrackingSummaryReader.ReadOwnedNormalized,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,program.go,Config,type,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,program.go,Result,type,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,program.go,Result.FunctionKey,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,program.go,Result.PathKey,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,program.go,Result.RootKey,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,program.go,Result.RootResult,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,program.go,Result.Snapshot,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,program.go,Result.TargetKey,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,program.go,RunBoundChunk,func,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,program.go,RunBoundFunction,func,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,program.go,RunChunk,func,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,program.go,RunFunction,func,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,program.go,Stats,type,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,relation_catalog.go,relationConsumerPolicy.Active,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,relation_catalog.go,relationConsumerPolicy.DependencyKey,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,relation_catalog.go,relationConsumerPolicy.DirectCalls,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,relation_catalog.go,relationConsumerPolicy.Owners,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,relation_catalog.go,relationRunCatalog.ConsumerPolicy,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,relation_catalog.go,relationRunCatalog.DirectCalls,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,relation_catalog.go,relationRunCatalog.Entries,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,relation_catalog.go,relationRunCatalog.Freeze,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,relation_phase_collapse.go,strictRelationPublishedReader.Read,method,analysis/check/fixpoint/program,analysis/check/fixpoint/program,boundary-provider,boundary:strict-relation-publication,go-lua.summary.reader/v1,fixture:frozen-threads-relation-differential
analysis/check/fixpoint/program,relation_phase_collapse.go,strictRelationPublishedReader.ReadOwnedNormalized,method,analysis/check/fixpoint/program,analysis/check/fixpoint/program,boundary-provider,boundary:strict-relation-publication,go-lua.summary.reader/v1,fixture:frozen-threads-relation-differential
analysis/check/fixpoint/program,relation_snapshot.go,relationFreezeError.Error,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,relation_snapshot.go,relationFreezeError.Unwrap,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,relation_snapshot.go,relationRunSnapshot.ContextSummary,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,relation_snapshot.go,relationRunSnapshot.DependencyKey,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,relation_snapshot.go,relationRunSnapshot.DirectCalls,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,relation_snapshot.go,relationRunSnapshot.Entries,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,relation_snapshot.go,relationRunSnapshot.Identity,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,relation_snapshot.go,relationRunSnapshot.Lookup,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,relation_snapshot.go,relationRunSnapshot.PinnedSummaries,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,retained_summary_application.go,retainedSummaryApplicationAttempt.Abort,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,retained_summary_application.go,retainedSummaryApplicationAttempt.Decision,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,retained_summary_application.go,retainedSummaryApplicationAttempt.Publish,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,retained_summary_application.go,retainedSummaryApplicationOwner.Release,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,retained_summary_application.go,retainedSummaryApplicationRun.Release,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,stats.go,BodySolveAttribution,type,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,stats.go,CompositionCost,type,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,stats.go,SolvePhase,type,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,stats.go,SolvePhaseMaterialize,const,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,stats.go,SolvePhasePrepass,const,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,stats.go,SolvePhaseSummary,const,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,stats.go,Stats.BodySolveAttribution,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,stats.go,Stats.CompositionCostCensus,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,stats.go,Stats.CompositionCostCensusAllowing,method,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,summary_solve_cache.go,NewSummarySolveCache,func,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program,summary_solve_cache.go,SummarySolveCache,type,analysis/check/fixpoint/program,,unclassified,,,
analysis/check/fixpoint/program/internal/callresult,prepared_transaction.go,NewPreparedSummaryTransaction,func,analysis/check/fixpoint/program/internal/callresult,,unclassified,,,
analysis/check/fixpoint/program/internal/callresult,prepared_transaction.go,PreparedSummaryTransaction,type,analysis/check/fixpoint/program/internal/callresult,,unclassified,,,
analysis/check/fixpoint/program/internal/callresult,prepared_transaction.go,PreparedSummaryTransaction.Apply,method,analysis/check/fixpoint/program/internal/callresult,,unclassified,,,
analysis/check/fixpoint/program/internal/callresult,prepared_transaction.go,PreparedSummaryTransaction.FunctionType,method,analysis/check/fixpoint/program/internal/callresult,,unclassified,,,
analysis/check/fixpoint/program/internal/callresult,protected_typestate.go,ProtectedCallTypestateOutcomeProvider,func,analysis/check/fixpoint/program/internal/callresult,,unclassified,,,
analysis/check/fixpoint/program/internal/callresult,provider.go,ByCalleeIdentity,func,analysis/check/fixpoint/program/internal/callresult,,unclassified,,,
analysis/check/fixpoint/program/internal/callresult,provider.go,CalleeValueFunc,type,analysis/check/fixpoint/program/internal/callresult,,unclassified,,,
analysis/check/fixpoint/program/internal/callresult,provider.go,KeyFunc,type,analysis/check/fixpoint/program/internal/callresult,,unclassified,,,
analysis/check/fixpoint/program/internal/callresult,provider.go,OutcomeProvider,func,analysis/check/fixpoint/program/internal/callresult,,unclassified,,,
analysis/check/fixpoint/program/internal/callresult,provider.go,ProviderConfig,type,analysis/check/fixpoint/program/internal/callresult,,unclassified,,,
analysis/check/fixpoint/program/internal/callresult,provider.go,ReceiverCallableFunc,type,analysis/check/fixpoint/program/internal/callresult,,unclassified,,,
analysis/check/fixpoint/program/internal/callresult,provider.go,ReturnPresenceRelationsForPathFunc,type,analysis/check/fixpoint/program/internal/callresult,,unclassified,,,
analysis/check/fixpoint/program/internal/callresult,specialization.go,SummaryArgumentTypeProvider,func,analysis/check/fixpoint/program/internal/callresult,,unclassified,,,
analysis/check/fixpoint/program/internal/callresult,specialization.go,UsableType,func,analysis/check/fixpoint/program/internal/callresult,,unclassified,,,
analysis/check/fixpoint/program/internal/callresult,summary_index.go,NewSummaryIndex,func,analysis/check/fixpoint/program/internal/callresult,,unclassified,,,
analysis/check/fixpoint/program/internal/callresult,summary_index.go,NewSummaryIndexBase,func,analysis/check/fixpoint/program/internal/callresult,,unclassified,,,
analysis/check/fixpoint/program/internal/callresult,summary_index.go,SummaryIndex,type,analysis/check/fixpoint/program/internal/callresult,,unclassified,,,
analysis/check/fixpoint/program/internal/callresult,summary_index.go,SummaryIndexBase,type,analysis/check/fixpoint/program/internal/callresult,,unclassified,,,
analysis/check/fixpoint/program/internal/callresult,summary_index.go,SummaryIndexBase.WithFunctionExpressionKeys,method,analysis/check/fixpoint/program/internal/callresult,,unclassified,,,
analysis/check/fixpoint/program/internal/callresult,summary_index.go,SummaryIndexBase.WithOwnerFunctionExpressionKeys,method,analysis/check/fixpoint/program/internal/callresult,,unclassified,,,
analysis/check/fixpoint/program/internal/callresult,summary_index.go,SummaryIndexBaseConfig,type,analysis/check/fixpoint/program/internal/callresult,,unclassified,,,
analysis/check/fixpoint/program/internal/callresult,summary_index.go,SummaryIndexConfig,type,analysis/check/fixpoint/program/internal/callresult,,unclassified,,,
analysis/check/fixpoint/program/internal/memberaccess,memberaccess.go,Callable,func,analysis/check/fixpoint/program/internal/memberaccess,,unclassified,,,
analysis/check/fixpoint/program/internal/memberaccess,memberaccess.go,Paths,func,analysis/check/fixpoint/program/internal/memberaccess,,unclassified,,,
analysis/check/fixpoint/program/internal/memberaccess,memberaccess.go,Valid,func,analysis/check/fixpoint/program/internal/memberaccess,,unclassified,,,
analysis/check/fixpoint/program/internal/projectsummary,boundary_path_projector.go,boundaryPathProjector.KeyspacePlaceholderPath,method,analysis/check/fixpoint/program/internal/projectsummary,,unclassified,,,
analysis/check/fixpoint/program/internal/projectsummary,boundary_path_projector.go,boundaryPathProjector.KeyspaceStatePath,method,analysis/check/fixpoint/program/internal/projectsummary,,unclassified,,,
analysis/check/fixpoint/program/internal/projectsummary,boundary_path_projector.go,boundaryPathProjector.Params,method,analysis/check/fixpoint/program/internal/projectsummary,,unclassified,,,
analysis/check/fixpoint/program/internal/projectsummary,boundary_path_projector.go,boundaryPathProjector.PlaceholderPath,method,analysis/check/fixpoint/program/internal/projectsummary,,unclassified,,,
analysis/check/fixpoint/program/internal/projectsummary,boundary_path_projector.go,boundaryPathProjector.ProjectLocalPath,method,analysis/check/fixpoint/program/internal/projectsummary,,unclassified,,,
analysis/check/fixpoint/program/internal/projectsummary,boundary_path_projector.go,boundaryPathProjector.ProjectLocalPaths,method,analysis/check/fixpoint/program/internal/projectsummary,,unclassified,,,
analysis/check/fixpoint/program/internal/projectsummary,boundary_path_projector.go,boundaryPathProjector.RelConstraintFact,method,analysis/check/fixpoint/program/internal/projectsummary,,unclassified,,,
analysis/check/fixpoint/program/internal/projectsummary,boundary_path_projector.go,boundaryPathProjector.StatePath,method,analysis/check/fixpoint/program/internal/projectsummary,,unclassified,,,
analysis/check/fixpoint/program/internal/projectsummary,project.go,FromResult,func,analysis/check/fixpoint/program/internal/projectsummary,,unclassified,,,
analysis/check/fixpoint/program/internal/projectsummary,project.go,FromResultContext,func,analysis/check/fixpoint/program/internal/projectsummary,,unclassified,,,
analysis/check/fixpoint/program/internal/projectsummary,project.go,ResultReader,type,analysis/check/fixpoint/program/internal/projectsummary,,unclassified,,,
analysis/check/fixpoint/program/internal/projectsummary,resolved_effect_summary.go,LowerResolvedEffects,func,analysis/check/fixpoint/program/internal/projectsummary,,unclassified,,,
analysis/check/fixpoint/program/internal/projectsummary,resolved_effect_summary.go,ResolvedEffectSummaryResolver,func,analysis/check/fixpoint/program/internal/projectsummary,,unclassified,,,
analysis/check/fixpoint/program/internal/projectsummary,return_slot_projection.go,returnSlotProjection.OK,method,analysis/check/fixpoint/program/internal/projectsummary,,unclassified,,,
analysis/check/fixpoint/program/internal/projectsummary,return_slot_projection.go,returnSlotProjection.Sources,method,analysis/check/fixpoint/program/internal/projectsummary,,unclassified,,,
analysis/check/fixpoint/program/internal/projectsummary,return_slot_projection.go,returnSlotProjection.Value,method,analysis/check/fixpoint/program/internal/projectsummary,,unclassified,,,
analysis/check/fixpoint/program/internal/projectsummary,return_slot_projection.go,returnSlotProjection.ValueWithDeclaredContract,method,analysis/check/fixpoint/program/internal/projectsummary,,unclassified,,,
analysis/check/fixpoint/program/internal/relationcall,catalog.go,Catalog,type,analysis/check/fixpoint/program/internal/relationcall,,unclassified,,,
analysis/check/fixpoint/program/internal/relationcall,catalog.go,Catalog.Lookup,method,analysis/check/fixpoint/program/internal/relationcall,,unclassified,,,
analysis/check/fixpoint/program/internal/relationcall,catalog.go,Catalog.PointCount,method,analysis/check/fixpoint/program/internal/relationcall,,unclassified,,,
analysis/check/fixpoint/program/internal/relationcall,catalog.go,NewCatalog,func,analysis/check/fixpoint/program/internal/relationcall,,unclassified,,,
analysis/check/fixpoint/program/internal/relationcall,catalog.go,Route,type,analysis/check/fixpoint/program/internal/relationcall,,unclassified,,,
analysis/check/fixpoint/program/internal/relationcall,provider.go,Bindings,type,analysis/check/fixpoint/program/internal/relationcall,,unclassified,,,
analysis/check/fixpoint/program/internal/relationcall,provider.go,Config,type,analysis/check/fixpoint/program/internal/relationcall,,unclassified,,,
analysis/check/fixpoint/program/internal/relationcall,provider.go,Exclusive,func,analysis/check/fixpoint/program/internal/relationcall,,unclassified,,,
analysis/check/fixpoint/program/internal/relationcall,provider.go,NewResolver,func,analysis/check/fixpoint/program/internal/relationcall,,unclassified,,,
analysis/check/fixpoint/program/internal/relationcall,provider.go,OutcomeProvider,func,analysis/check/fixpoint/program/internal/relationcall,,unclassified,,,
analysis/check/fixpoint/program/internal/relationcall,provider.go,Resolver,type,analysis/check/fixpoint/program/internal/relationcall,,unclassified,,,
analysis/check/fixpoint/program/internal/relationcall,provider.go,Specialization,type,analysis/check/fixpoint/program/internal/relationcall,,unclassified,,,
analysis/check/fixpoint/program/internal/relationcall,provider.go,Target,type,analysis/check/fixpoint/program/internal/relationcall,,unclassified,,,
analysis/check/fixpoint/program/internal/relationcall,provider.go,TargetFor,type,analysis/check/fixpoint/program/internal/relationcall,,unclassified,,,
analysis/check/fixpoint/program/internal/relationcall,provider.go,TryOutcome,func,analysis/check/fixpoint/program/internal/relationcall,,unclassified,,,
analysis/check/fixpoint/program/internal/relationcall,provider.go,TryOutcomeProvider,type,analysis/check/fixpoint/program/internal/relationcall,,unclassified,,,
analysis/check/fixpoint/program/poc/summaryadapter,adapter.go,Constant,func,analysis/check/fixpoint/program/poc/summaryadapter,,unclassified,,,
analysis/check/fixpoint/program/poc/summaryadapter,adapter.go,EffectDelta,type,analysis/check/fixpoint/program/poc/summaryadapter,,unclassified,,,
analysis/check/fixpoint/program/poc/summaryadapter,adapter.go,ErrConditionalObligation,var,analysis/check/fixpoint/program/poc/summaryadapter,,unclassified,,,
analysis/check/fixpoint/program/poc/summaryadapter,adapter.go,ErrInvalidPlan,var,analysis/check/fixpoint/program/poc/summaryadapter,,unclassified,,,
analysis/check/fixpoint/program/poc/summaryadapter,adapter.go,Guard,type,analysis/check/fixpoint/program/poc/summaryadapter,,unclassified,,,
analysis/check/fixpoint/program/poc/summaryadapter,adapter.go,GuardFalsy,const,analysis/check/fixpoint/program/poc/summaryadapter,,unclassified,,,
analysis/check/fixpoint/program/poc/summaryadapter,adapter.go,GuardKind,type,analysis/check/fixpoint/program/poc/summaryadapter,,unclassified,,,
analysis/check/fixpoint/program/poc/summaryadapter,adapter.go,GuardTruthy,const,analysis/check/fixpoint/program/poc/summaryadapter,,unclassified,,,
analysis/check/fixpoint/program/poc/summaryadapter,adapter.go,NewPlan,func,analysis/check/fixpoint/program/poc/summaryadapter,,unclassified,,,
analysis/check/fixpoint/program/poc/summaryadapter,adapter.go,Parameter,func,analysis/check/fixpoint/program/poc/summaryadapter,,unclassified,,,
analysis/check/fixpoint/program/poc/summaryadapter,adapter.go,PathInvalidation,type,analysis/check/fixpoint/program/poc/summaryadapter,,unclassified,,,
analysis/check/fixpoint/program/poc/summaryadapter,adapter.go,PathRefinement,type,analysis/check/fixpoint/program/poc/summaryadapter,,unclassified,,,
analysis/check/fixpoint/program/poc/summaryadapter,adapter.go,Plan,type,analysis/check/fixpoint/program/poc/summaryadapter,,unclassified,,,
analysis/check/fixpoint/program/poc/summaryadapter,adapter.go,Plan.Specialize,method,analysis/check/fixpoint/program/poc/summaryadapter,,unclassified,,,
analysis/check/fixpoint/program/poc/summaryadapter,adapter.go,Row,type,analysis/check/fixpoint/program/poc/summaryadapter,,unclassified,,,
analysis/check/fixpoint/program/poc/summaryadapter,adapter.go,Spec,type,analysis/check/fixpoint/program/poc/summaryadapter,,unclassified,,,
analysis/check/fixpoint/program/poc/summaryadapter,adapter.go,Value,type,analysis/check/fixpoint/program/poc/summaryadapter,,unclassified,,,
analysis/check/fixpoint/query,query.go,Body,type,analysis/check/fixpoint/query,,unclassified,,,
analysis/check/fixpoint/query,query.go,Config,type,analysis/check/fixpoint/query,,unclassified,,,
analysis/check/fixpoint/query,query.go,Context,type,analysis/check/fixpoint/query,,unclassified,,,
analysis/check/fixpoint/query,query.go,Driver,type,analysis/check/fixpoint/query,,unclassified,,,
analysis/check/fixpoint/query,query.go,Driver.Run,method,analysis/check/fixpoint/query,,unclassified,,,
analysis/check/fixpoint/query,query.go,ErrDuplicateFunction,var,analysis/check/fixpoint/query,,unclassified,,,
analysis/check/fixpoint/query,query.go,ErrDuplicatePinned,var,analysis/check/fixpoint/query,,unclassified,,,
analysis/check/fixpoint/query,query.go,ErrNilBody,var,analysis/check/fixpoint/query,,unclassified,,,
analysis/check/fixpoint/query,query.go,ErrPinnedFunctionConflict,var,analysis/check/fixpoint/query,,unclassified,,,
analysis/check/fixpoint/query,query.go,ErrRegistryRequired,var,analysis/check/fixpoint/query,,unclassified,,,
analysis/check/fixpoint/query,query.go,Function,type,analysis/check/fixpoint/query,,unclassified,,,
analysis/check/fixpoint/query,query.go,New,func,analysis/check/fixpoint/query,,unclassified,,,
analysis/check/fixpoint/query,query.go,Run,func,analysis/check/fixpoint/query,,unclassified,,,
analysis/check/fixpoint/query,query.go,Stats,type,analysis/check/fixpoint/query,,unclassified,,,
analysis/check/fixpoint/query,query.go,activeReader.Read,method,analysis/check/fixpoint/query,,unclassified,,,
analysis/check/fixpoint/ref,ref.go,FromSymbol,func,analysis/check/fixpoint/ref,,unclassified,,,
analysis/check/fixpoint/ref,ref.go,FuncRef,type,analysis/check/fixpoint/ref,,unclassified,,,
analysis/check/fixpoint/ref,ref.go,FuncRef.IsZero,method,analysis/check/fixpoint/ref,,unclassified,,,
analysis/check/fixpoint/ref,ref.go,FuncRef.Less,method,analysis/check/fixpoint/ref,,unclassified,,,
analysis/check/fixpoint/ref,ref.go,FuncRef.String,method,analysis/check/fixpoint/ref,,unclassified,,,
analysis/check/fixpoint/ref,ref.go,Kind,type,analysis/check/fixpoint/ref,,unclassified,,,
analysis/check/fixpoint/ref,ref.go,KindCFG,const,analysis/check/fixpoint/ref,,unclassified,,,
analysis/check/fixpoint/ref,ref.go,KindRoot,const,analysis/check/fixpoint/ref,,unclassified,,,
analysis/check/fixpoint/ref,ref.go,KindSymbol,const,analysis/check/fixpoint/ref,,unclassified,,,
analysis/check/fixpoint/ref,ref.go,KindZero,const,analysis/check/fixpoint/ref,,unclassified,,,
analysis/check/fixpoint/ref,ref.go,Root,func,analysis/check/fixpoint/ref,,unclassified,,,
analysis/check/fixpoint/summary,digest.go,NormalizedPayloadDigest,func,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,fact_descriptors.go,PresentFactKinds,func,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,fact_descriptors.go,SummaryFactDescriptors,func,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,fact_descriptors.go,SummarySlotOps,type,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,fact_descriptors.go,SummarySlotOps.Slot,method,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,normal_return_facts.go,CloneNormalReturnFacts,func,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,num_floor_facts.go,numFloorFactLane.Clone,method,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,num_floor_facts.go,numFloorFactLane.Equal,method,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,num_floor_facts.go,numFloorFactLane.Join,method,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,num_floor_facts.go,numFloorFactLane.LessOrEq,method,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,num_floor_facts.go,numFloorFactLane.Normalize,method,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,num_floor_facts.go,numFloorFactLane.NormalizeOwned,method,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,num_floor_facts.go,numFloorFactLane.Widen,method,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,param_condition.go,ParamCondition,type,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,param_condition.go,ParamCondition.IsUseful,method,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,param_condition.go,ParamConditionBottom,const,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,param_condition.go,ParamConditionFalsy,const,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,param_condition.go,ParamConditionTop,const,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,param_condition.go,ParamConditionTruthy,const,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,param_equality.go,ParamEquality,type,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,param_obligation.go,CapturedPathObligation,type,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,param_obligation.go,ParamMemberCallObligation,type,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,param_obligation.go,ParamMemberReturnSlot,type,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,param_obligation.go,ParamSinkExposure,type,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,param_obligation.go,ReturnParamPathAlias,type,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,rel_constraint_facts.go,relConstraintFactLane.Clone,method,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,rel_constraint_facts.go,relConstraintFactLane.Equal,method,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,rel_constraint_facts.go,relConstraintFactLane.Join,method,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,rel_constraint_facts.go,relConstraintFactLane.LessOrEq,method,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,rel_constraint_facts.go,relConstraintFactLane.Normalize,method,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,rel_constraint_facts.go,relConstraintFactLane.NormalizeOwned,method,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,rel_constraint_facts.go,relConstraintFactLane.Widen,method,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,return_condition.go,ReturnConditionParamRefinement,type,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,return_condition_slot.go,ReturnConditionSlotRefinement,type,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,return_flow.go,ReturnFlow,type,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,return_flow.go,ReturnFlowInvalid,const,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,return_flow.go,ReturnFlowKind,type,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,return_flow.go,ReturnFlowParam,const,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,return_flow.go,ReturnFlowParamMember,const,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,return_flow.go,returnFlowFactLane.Equal,method,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,return_flow.go,returnFlowFactLane.Join,method,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,return_flow.go,returnFlowFactLane.LessOrEq,method,analysis/check/fixpoint/summary,,unclassified,,,
analysis/check/fixpoint/summary,return_flow.go,returnFlowFactLane.Normalize,method,analysis/check/fixpoint/summary,,unclassified,,,
